"external_id","source_system","record_type","country_code","provider_name","legal_name","ico","id_zz","primary_specialty","kod_pzs_primary","kod_pzs_all","kod_pzs_count","kod_pzs_description","weekly_office_hours","insurance_vszp","insurance_dovera","insurance_union","street","building_number","orientation_number","city","district","region","country","address_full","primary_phone","phone_2","phone_3","phone_4","phone_5","phone_6","phones_all","primary_email","email_2","email_3","email_4","email_5","emails_all","primary_contact_person","contact_person_2","contact_person_3","contact_person_4","contact_person_5","contact_person_6","contact_persons_all","website_primary","websites_all","source_urls","source_files","notes","contact_enriched_from_web","contact_enriched_source_url","contact_enriched_note","import_tags","data_quality_flags"
"67-36452998-A0012","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Poliklinika Giraltovce ILB, s.r.o.","Poliklinika Giraltovce ILB, s.r.o.","36452998","67-36452998-A0012","gynecology_obstetrics","N41307009201","N41307009201","1","N41307009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","23","1","1","1","Kukorelliho","334","16","Giraltovce","Svidník","PO","SK","Kukorelliho 334/16, Giraltovce, Svidník, PO, SK","421547322292","421547781286","","","","","421547322292 | 421547781286","ilb@ilb.sk","","","","","ilb@ilb.sk","","","","","","","","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/svidnik/primarna-gynekologicko-porodnicka-ambulancia-giraltovce-poliklinika-giraltovce-ilb.html?page_id=99812","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/svidnik/primarna-gynekologicko-porodnicka-ambulancia-giraltovce-poliklinika-giraltovce-ilb.html?page_id=99812","https://www.e-vuc.sk/psk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/svidnik/primarna-gynekologicko-porodnicka-ambulancia-giraltovce-poliklinika-giraltovce-ilb.html?page_id=99812 | https://www.zzz.sk/zariadenie/2356-gynekologicka-ambulancia","gyn_rows_531_540_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-17336236-A0018","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Poliklinika Karlova Ves","Poliklinika Karlova Ves","17336236","61-17336236-A0018","gynecology_obstetrics","P42915009201","P42915009201","1","P42915009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","33.5","1","1","1","Rovniankova","1656","1","Bratislava - mestská časť Petržalka","Bratislava V","BA","SK","Rovniankova 1656/1, Bratislava - mestská časť Petržalka, Bratislava V, BA, SK","421260264111","","","","","","421260264111","pkv@netax.sk","","","","","pkv@netax.sk","Eva Fančovičová","","","","","","Eva Fančovičová","https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/primarna-gynekologicko-porodnicka-ambulancia-bratislava-petrzalka-poliklinika-karlova-ves.html?page_id=145642","https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/primarna-gynekologicko-porodnicka-ambulancia-bratislava-petrzalka-poliklinika-karlova-ves.html?page_id=145642","https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/primarna-gynekologicko-porodnicka-ambulancia-bratislava-petrzalka-poliklinika-karlova-ves.html?page_id=145642 | https://www.e-vuc.sk/e-vuc/poskytovatelia/poliklinika-karlova-ves-bratislava.html?page_id=110428 | e-vuc.sk | dovera.sk | zoznam.sk","gyn_rows_531_540_corrected.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","Dôvera uvádza gynekologickú ambulantnú starostlivosť a Evu Fančovičovú; Zoznam uvádza všeobecný e-mail polikliniky.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-50011472-A0006","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Poliklinika ProCare Košice s.r.o.","Poliklinika ProCare Košice s.r.o.","50011472","68-50011472-A0006","gynecology_obstetrics","P92173009201","P92173009201","1","P92173009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","36.5","1","1","1","Jána Pavla II.","3130","5","Košice - mestská časť Sídlisko KVP","Košice II","KE","SK","Jána Pavla II. 3130/5, Košice - mestská časť Sídlisko KVP, Košice II, KE, SK","421232323838","421907888999","","","","","421232323838 | 421907888999","polikliniky@procare.sk","info@procare.sk","","","","polikliniky@procare.sk | info@procare.sk","MUDr. Martin Zborovjan","MUDr. Zuzana Šoltésová","MUDr. Laura Kapciová","Hlohincová Mária","","","MUDr. Martin Zborovjan | MUDr. Zuzana Šoltésová | MUDr. Laura Kapciová | Hlohincová Mária","https://www.procare.sk/poliklinika/procare-kvp-kosice/","https://www.procare.sk/poliklinika/procare-kvp-kosice/ | https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/gynekologicka-ambulancia-mudr.-martin-zborovjan-mudr.-zuzana-soltesova-mudr.-laura-kapciova-kosice-sidlisko-kvp-poliklinika-procare-kosice.html?page_id=90315","https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/gynekologicka-ambulancia-mudr.-martin-zborovjan-mudr.-zuzana-soltesova-mudr.-laura-kapciova-kosice-sidlisko-kvp-poliklinika-procare-kosice.html?page_id=90315 | https://www.procare.sk/poliklinika/procare-kvp-kosice/ | https://www.zzz.sk/zariadenie/147-gynekologicka-ambulancia-mudr-martin-zborovjan","gyn_rows_531_540_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"68-36202215-A0034","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Poliklinika Terasa s.r.o.","Poliklinika Terasa s.r.o.","36202215","68-36202215-A0034","gynecology_obstetrics","P89079009202","P89079009202","1","P89079009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","28","1","1","1","Brigádnická","2276","2A","Košice - mestská časť Západ","Košice II","KE","SK","Brigádnická 2276/2A, Košice - mestská časť Západ, Košice II, KE, SK","","","","","","","","","","","","","","","","","","","","","https://www.poliklinikaterasa.sk/","https://www.poliklinikaterasa.sk/ | https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-ii/primarna-gynekologicko-porodnicka-ambulancia-kosice-zapad-poliklinika-terasa.html?page_id=146845","https://www.poliklinikaterasa.sk/ | https://www.e-vuc.sk/ksk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/kosice-ii/primarna-gynekologicko-porodnicka-ambulancia-kosice-zapad-poliklinika-terasa.html?page_id=146845 | fileciteturn163file16","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","pôvodný CSV / verejné profily,Konkrétnu osobu a e-mail gynekologickej ambulancie som nepotvrdil; ponechaný všeobecný kontakt polikliniky. | pôvodný CSV / verejné profily","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_phone | missing_email"
"64-55544886-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PPGC s. r. o.","PPGC s. r. o.","55544886","64-55544886-A0001","gynecology_obstetrics","P04342009201","P04342009201","1","P04342009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","38","1","1","1","Špitálska","2930","13","Nitra","Nitra","NR","SK","Špitálska 2930/13, Nitra, Nitra, NR, SK","421910903434","","","","","","421910903434","","","","","","","MUDr. Petra Puzlíková","Valéria Belanová","","","","","MUDr. Petra Puzlíková | Valéria Belanová","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.petra-puzlikova-nitra-ppgc-s.-r.-o..html?page_id=146893","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.petra-puzlikova-nitra-ppgc-s.-r.-o..html?page_id=146893","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/nitra/primarna-gynekologicko-porodnicka-ambulancia-mudr.petra-puzlikova-nitra-ppgc-s.-r.-o..html?page_id=146893 | https://www.azet.sk/firma/1342315/ppgc-s-r-o_1/ | fileciteturn163file16 | e-vuc.sk | zoznam.sk","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","e-VÚC uvádza MUDr. Petru Puzlíkovú a sestru; Zoznam uvádza mobil.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"65-36721867-A0003","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Praktik Duo, spol. s.r.o.","Praktik Duo, spol. s.r.o.","36721867","65-36721867-A0003","gynecology_obstetrics","P97991009201","P97991009201","1","P97991009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","32","1","1","1","Textilná","","23","Ružomberok","Ružomberok","ZA","SK","Textilná 23, Ružomberok, Ružomberok, ZA, SK","421444323942","421918537294","","","","","421444323942 | 421918537294","","","","","","","MUDr. Bohumil Kuchyňa","","","","","","MUDr. Bohumil Kuchyňa","https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/ruzomberok/primarna-gynekologicko-porodnicka-ambulancia-ruzomberok-praktik-duo-spol..html?page_id=66953","https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/ruzomberok/primarna-gynekologicko-porodnicka-ambulancia-ruzomberok-praktik-duo-spol..html?page_id=66953","https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/ruzomberok/primarna-gynekologicko-porodnicka-ambulancia-ruzomberok-praktik-duo-spol..html?page_id=66953 | https://www.menstruacny-kalendar.sk/gynekologie/zilina/gynekologicka-ambulancia-ruzomberok-praktik-duo-spol-sro/371 | fileciteturn163file16 | e-vuc.sk | azet.sk | objednatvysetrenie.sk","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","Azet uvádza MUDr. Bohumila Kuchyňu; e-VÚC/objednávací portál uvádzajú telefón a mobil.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"68-36607754-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Prebiopsia, s. r. o.","Prebiopsia, s. r. o.","36607754","68-36607754-A0001","gynecology_obstetrics","P70339009201","P70339009201","1","P70339009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Americká trieda","2591","17","Košice - mestská časť Sídlisko Ťahanovce","Košice I","KE","SK","Americká trieda 2591/17, Košice - mestská časť Sídlisko Ťahanovce, Košice I, KE, SK","421556365814","","","","","","421556365814","","","","","","","MUDr. Alexander Pačuta","Dagmar Blizmanová","","","","","MUDr. Alexander Pačuta | Dagmar Blizmanová","https://www.e-vuc.sk/ksk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/kosice-i/primarna-gynekologicko-porodnicka-ambulancia-mudr.-alexander-pacuta-kosice-sidl.tahanovce-prebiopsia-s.-r.-o..html?page_id=81079","https://www.e-vuc.sk/ksk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/kosice-i/primarna-gynekologicko-porodnicka-ambulancia-mudr.-alexander-pacuta-kosice-sidl.tahanovce-prebiopsia-s.-r.-o..html?page_id=81079","https://www.e-vuc.sk/ksk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/kosice-i/primarna-gynekologicko-porodnicka-ambulancia-mudr.-alexander-pacuta-kosice-sidl.tahanovce-prebiopsia-s.-r.-o..html?page_id=81079 | https://www.zzz.sk/zariadenie/3644-onkogynekologicka-ambulancia-prebiopsia-s-r-o-mudr-alexander-pacuta | fileciteturn163file16 | e-vuc.sk | zzz.sk","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","e-VÚC uvádza MUDr. Alexandra Pačutu a telefón; e-mail sa nepodarilo potvrdiť.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"61-35965410-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PREMEDIC s.r.o.","PREMEDIC s.r.o.","35965410","61-35965410-A0002","gynecology_obstetrics","P98410009201","P98410009201","1","P98410009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","22.5","1","1","1","Rajecká","8690","3","Bratislava - mestská časť Vrakuňa","Bratislava II","BA","SK","Rajecká 8690/3, Bratislava - mestská časť Vrakuňa, Bratislava II, BA, SK","421245525707","","","","","","421245525707","","","","","","","MUDr. Dalibor Predajňa","","","","","","MUDr. Dalibor Predajňa","https://www.e-vuc.sk/buxus/generate_page.php?page_id=61496","https://www.e-vuc.sk/buxus/generate_page.php?page_id=61496","https://www.e-vuc.sk/buxus/generate_page.php?page_id=61496 | https://www.zzz.sk/zariadenie/3456-gynekologicka-porodnicka-ambulancia-premedic-sro-mudr-dalibor-predajna | fileciteturn163file16 | e-vuc.sk | dovera.sk | zzz.sk","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","Dôvera/ZZZ uvádzajú MUDr. Dalibora Predajňu; e-VÚC uvádza telefón.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"61-54932408-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PrenatalGyn Care s.r.o.","PrenatalGyn Care s.r.o.","54932408","61-54932408-A0001","gynecology_obstetrics","P78229009201","P78229009201","1","P78229009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Trnavská cesta","4330","67","Bratislava - mestská časť Ružinov","Bratislava II","BA","SK","Trnavská cesta 4330/67, Bratislava - mestská časť Ružinov, Bratislava II, BA, SK","421243292609","","","","","","421243292609","sestra@prenatalgyncare.sk","","","","","sestra@prenatalgyncare.sk","","","","","","","","https://www.prenatalgyncare.sk/","https://www.prenatalgyncare.sk/ | https://www.prenatalgyncare.sk/?page_id=352","https://www.prenatalgyncare.sk/?page_id=352 | https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-ii/gynekologicka-ambuancia-prenatagyn-care-mudr.-michal-semivan-bratislava-ruzinov-prenatalgyn-care.html?page_id=150732 | fileciteturn163file16","gyn_rows_541_550_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-31387349-A0006","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","Priemyselné zdravotnícke centrum ProCare, a. s.","Priemyselné zdravotnícke centrum ProCare, a. s.","31387349","61-31387349-A0006","gynecology_obstetrics","P92655009201","P92655009201","1","P92655009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","40","1","1","1","Vlčie hrdlo","2041","49","Bratislava - mestská časť Ružinov","Bratislava II","BA","SK","Vlčie hrdlo 2041/49, Bratislava - mestská časť Ružinov, Bratislava II, BA, SK","421232323838","","","","","","421232323838","kristina.sebestova@pentahospitals.sk","","","","","kristina.sebestova@pentahospitals.sk","MUDr. Vojtech Filkorn","","","","","","MUDr. Vojtech Filkorn","https://www.procare.sk/","https://www.procare.sk/ | https://www.e-vuc.sk/buxus/generate_page.php?page_id=121042","https://www.e-vuc.sk/buxus/generate_page.php?page_id=121042 | https://www.procare.sk/ | https://www.menstruacny-kalendar.sk/gynekologie/bratislava/gynekologicka-ambulancia-mudr-vojtech-filkorn-bratislava-ruzinov-priemyselne-zdravotnicke-centrum-procare-a-s/1013 | fileciteturn163file16","gyn_rows_541_550_completed.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"65-36412031-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PrimaGyn, s.r.o.","PrimaGyn, s.r.o.","36412031","65-36412031-A0001","gynecology_obstetrics","P60055009201","P60055009201","1","P60055009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","36.8","1","1","1","Matičné Námestie","1124","5","Čadca","Čadca","ZA","SK","Matičné Námestie 1124/5, Čadca, Čadca, ZA, SK","421911855744","","","","","","421911855744","","","","","","","MUDr. Klaudia Čuboňová","Bc. Zdenka Varianová","Janka Švaňová","MUDr. Klaudia/Claudia Čuboňová","","","MUDr. Klaudia Čuboňová | Bc. Zdenka Varianová | Janka Švaňová | MUDr. Klaudia/Claudia Čuboňová","https://www.primagyn.sk/","https://www.primagyn.sk/ | https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/primarna-gynekologicko-porodnicka-ambulancia-mudr.-klaudia-cubonova-cadca-primagyn.html?page_id=74311","https://www.primagyn.sk/ | https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/primarna-gynekologicko-porodnicka-ambulancia-mudr.-klaudia-cubonova-cadca-primagyn.html?page_id=74311 | https://www.azet.sk/firma/50804/primagyn-sro/ | fileciteturn163file16 | primagyn.sk | e-vuc.sk | azet.sk","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","e-VÚC uvádza osoby, Azet/e-VÚC uvádzajú mobil; meno lekárky sa v zdrojoch vyskytuje ako Klaudia aj Claudia.","","","","gyn;sk;medical_partner_candidate;indexus_import","missing_email"
"64-46449248-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRINCZKEL s.r.o.","PRINCZKEL s.r.o.","46449248","64-46449248-A0001","gynecology_obstetrics","P18676009201","P18676009201","1","P18676009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","21","1","1","1","Komenského","667","36","Želiezovce","Levice","NR","SK","Komenského 667/36, Želiezovce, Levice, NR, SK","421905633585","","","","","","421905633585","gynekologprinczkel@outlook.sk","","","","","gynekologprinczkel@outlook.sk","MUDr. Peter Princzkel","Judita Kuraliová","","","","","MUDr. Peter Princzkel | Judita Kuraliová","https://www.e-vuc.sk/princzkel-gynekologicko-porodnicka-ambulancia-komenskeho.html","https://www.e-vuc.sk/princzkel-gynekologicko-porodnicka-ambulancia-komenskeho.html","https://www.e-vuc.sk/princzkel-gynekologicko-porodnicka-ambulancia-komenskeho.html | https://www.zzz.sk/zariadenie/22128-gynekologicko-porodnicka-ambulancia-mudr-peter-princzkel-princzkel-sro | fileciteturn163file16 | vysetrenie.zoznam.sk | zzz.sk | obecné stránky","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","Kontakt 0905 633 585 a e-mail potvrdené pre MUDr. Petra Princzkela; použité pre prevádzku Želiezovce.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"64-46449248-A0002","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRINCZKEL s.r.o.","PRINCZKEL s.r.o.","46449248","64-46449248-A0002","gynecology_obstetrics","P18676009202","P18676009202","1","P18676009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","7","1","1","1","","161","","Farná","Levice","NR","SK","Farná, Levice, NR, SK","421905633585","","","","","","421905633585","gynekologprinczkel@outlook.sk","","","","","gynekologprinczkel@outlook.sk","MUDr. Peter Princzkel","Judita Kuraliová","","","","","MUDr. Peter Princzkel | Judita Kuraliová","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-farna-princzkel.html?page_id=89126","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-farna-princzkel.html?page_id=89126","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-farna-princzkel.html?page_id=89126 | fileciteturn163file16 | e-vuc.sk | zzz.sk | obec Farná/Tekovské Lužany","gyn_rows_541_550_completed.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","e-VÚC potvrdzuje prevádzku Farná; kontakt je spoločný verejne uvádzaný pre MUDr. Princzkela.","","","","gyn;sk;medical_partner_candidate;indexus_import","incomplete_address"
"64-46449248-A0003","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRINCZKEL s.r.o.","PRINCZKEL s.r.o.","46449248","64-46449248-A0003","gynecology_obstetrics","P18676009203","P18676009203","1","P18676009203 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 03","7","1","1","1","Osloboditeľov","132","16","Tekovské Lužany","Levice","NR","SK","Osloboditeľov 132/16, Tekovské Lužany, Levice, NR, SK","421905633585","","","","","","421905633585","gynekologprinczkel@outlook.sk","","","","","gynekologprinczkel@outlook.sk","MUDr. Peter Princzkel","Judita Kuraliová","","","","","MUDr. Peter Princzkel | Judita Kuraliová","https://www.e-vuc.sk/nsk/zdravotvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-tekovske-luzany-princzkel.html?page_id=89125","https://www.e-vuc.sk/nsk/zdravotvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-tekovske-luzany-princzkel.html?page_id=89125","https://www.e-vuc.sk/nsk/zdravotvo/ambulantne-zdravotnicke-zariadenia/levice/primarna-gynekologicko-porodnicka-ambulancia-tekovske-luzany-princzkel.html?page_id=89125 | https://www.zzz.sk/zariadenie/22130-gynekologicko-porodnicka-ambulancia-mudr-peter-princzkelprinczkel-sro | e-vuc.sk | tekovskeluzany.sk | navstevalekara.sk","gyn_rows_551_560_corrected.csv | gyn_next_20_completed_batch26_with_persons.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","Obec Tekovské Lužany uvádza MUDr. Petra Princzkela, sestru Juditu Kuraliovú, mobil a e-mail.","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-31392946-A0008","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRO BIOS spol. s r.o. neštátna poliklinika","PRO BIOS spol. s r.o. neštátna poliklinika","31392946","61-31392946-A0008","gynecology_obstetrics","P79237009201","P79237009201 | P79237229201","2","P79237009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P79237229201 – súvisiaci výkon/útvar podľa číselníka; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Ružová dolina","615","19","Bratislava - mestská časť Ružinov","Bratislava II","BA","SK","Ružová dolina 615/19, Bratislava - mestská časť Ružinov, Bratislava II, BA, SK","421255566134","421903719767","","","","","421255566134 | 421903719767","objednavanie@probios.sk","info@probios.sk","","","","objednavanie@probios.sk | info@probios.sk","MUDr. Alexandra Zágyiová","","","","","","MUDr. Alexandra Zágyiová","https://probios.sk/","https://probios.sk/ | https://probios.sk/kontakt/","https://probios.sk/ | https://probios.sk/kontakt/ | https://www.e-vuc.sk/buxus/generate_page.php?page_id=64624","gyn_rows_551_560_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-31392946-A0035","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRO BIOS spol. s r.o. neštátna poliklinika","PRO BIOS spol. s r.o. neštátna poliklinika","31392946","61-31392946-A0035","gynecology_obstetrics","P79237009202","P79237009202","1","P79237009202 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 02","16","1","1","1","Ružová dolina","773","21","Bratislava - mestská časť Ružinov","Bratislava II","BA","SK","Ružová dolina 773/21, Bratislava - mestská časť Ružinov, Bratislava II, BA, SK","421255566134","421903719767","","","","","421255566134 | 421903719767","objednavanie@probios.sk","info@probios.sk","","","","objednavanie@probios.sk | info@probios.sk","","","","","","","","https://probios.sk/","https://probios.sk/ | https://probios.sk/kontakt/","https://probios.sk/ | https://probios.sk/kontakt/ | PDF row","gyn_rows_551_560_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"61-35909510-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRO FEMINA s.r.o.","PRO FEMINA s.r.o.","35909510","61-35909510-A0001","gynecology_obstetrics","P88221009201","P88221009201","1","P88221009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","30","1","1","1","Tbiliská","","6","Bratislava - mestská časť Rača","Bratislava III","BA","SK","Tbiliská 6, Bratislava - mestská časť Rača, Bratislava III, BA, SK","421903536343","","","","","","421903536343","gyn.sestricka@gmail.com","","","","","gyn.sestricka@gmail.com","MUDr. Ľubica Šablová","","","","","","MUDr. Ľubica Šablová","https://profemina.sk/","https://profemina.sk/ | https://profemina.sk/kontakt/","https://profemina.sk/kontakt/ | https://www.e-vuc.sk/buxus/generate_page.php?page_id=60971 | https://www.zzz.sk/zariadenie/1622-pro-femina-sro-gynekologicka-ambulancia-mudr-lubica-sablova","gyn_rows_551_560_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
"64-36719528-A0001","gyn_data_xlsx_2026-04-28","medical_provider_practice","SK","PRO LIFE s.r.o.","PRO LIFE s.r.o.","36719528","64-36719528-A0001","gynecology_obstetrics","P78954009201","P78954009201 | P78954247201 | P78954271201","3","P78954009201 – gynekológia a pôrodníctvo; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P78954247201 – ultrazvuk v gynekológii a pôrodníctve; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01 | P78954271201 – nezistené v lokálnom číselníku; samostatná ambulancia / ambulantná starostlivosť; poradové číslo 01","44","1","1","1","Senný trh","795","1","Komárno","Komárno","NR","SK","Senný trh 795/1, Komárno, Komárno, NR, SK","421357725920","421910393985","421911550911","","","","421357725920 | 421910393985 | 421911550911","prolife.urban@gmail.com","","","","","prolife.urban@gmail.com","MUDr. Eva Urbanová","","","","","","MUDr. Eva Urbanová","https://www.abczeny.sk/","https://www.abczeny.sk/ | https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/komarno/pro-life-komarno-pro-life.html?page_id=89128","https://www.e-vuc.sk/nsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/komarno/pro-life-komarno-pro-life.html?page_id=89128 | https://www.abczeny.sk/ | https://www.facebook.com/gynekolog.sk/","gyn_rows_551_560_corrected.csv | gyn_combined_from_archive.csv | gyn_combined_consolidated.csv","","","","","gyn;sk;medical_partner_candidate;indexus_import",""
